trip_id,arrival_time,departure_time,stop_id,stop_sequence
TRIP_LIMP_IDA_18,17:41:00,17:41:00,L_PN,5
TRIP_LIMP_IDA_18,17:43:00,17:43:00,L_LF,6
TRIP_LIMP_IDA_18,17:45:00,17:45:00,L_S,7
TRIP_LIMP_IDA_18,17:47:00,17:47:00,L_ER,8
TRIP_LIMP_IDA_18,17:49:00,17:49:00,L_CM1,9
TRIP_LIMP_IDA_18,17:51:00,17:51:00,L_CM2,10
TRIP_LIMP_IDA_18,17:53:00,17:53:00,L_CCG,11
TRIP_LIMP_IDA_18,17:56:00,17:56:00,L_SM,12
TRIP_LIMP_IDA_18,17:58:00,17:58:00,L_A,13
TRIP_LIMP_IDA_18,18:00:00,18:00:00,L_MP,14
TRIP_LIMP_IDA_18,18:02:00,18:02:00,L_M,15
TRIP_LIMP_IDA_18,18:05:00,18:05:00,L_P,16
TRIP_LIMP_IDA_18,18:08:00,18:08:00,L_DC,17
TRIP_LIMP_IDA_18,18:10:00,18:10:00,L_LC,18
TRIP_LIMP_VUELTA_18,18:10:00,18:10:00,LI_LC,1
TRIP_LIMP_VUELTA_18,18:12:00,18:12:00,LI_DC,2
TRIP_LIMP_VUELTA_18,18:15:00,18:15:00,LI_P,3
TRIP_LIMP_VUELTA_18,18:18:00,18:18:00,LI_M,4
TRIP_LIMP_VUELTA_18,18:20:00,18:20:00,LI_MP,5
TRIP_LIMP_VUELTA_18,18:22:00,18:22:00,LI_A,6
TRIP_LIMP_VUELTA_18,18:24:00,18:24:00,LI_SM,7
TRIP_LIMP_VUELTA_18,18:27:00,18:27:00,LI_CCG,8
TRIP_LIMP_VUELTA_18,18:30:00,18:30:00,LI_CM2,9
TRIP_LIMP_VUELTA_18,18:32:00,18:32:00,LI_CM1,10
TRIP_LIMP_VUELTA_18,18:34:00,18:34:00,LI_ER,11
TRIP_LIMP_VUELTA_18,18:36:00,18:36:00,LI_S,12
TRIP_LIMP_VUELTA_18,18:38:00,18:38:00,LI_LF,13
TRIP_LIMP_VUELTA_18,18:40:00,18:40:00,LI_PN,14
TRIP_LIMP_VUELTA_18,18:43:00,18:43:00,LI_C1,15
TRIP_LIMP_VUELTA_18,18:46:00,18:46:00,LI_MIRANDA,16
TRIP_LIMP_VUELTA_18,18:50:00,18:50:00,AV13,17
TRIP_LIMP_IDA_19,18:05:00,18:05:00,AV13,1
TRIP_LIMP_IDA_19,18:07:00,18:07:00,L_LIMP,2
TRIP_LIMP_IDA_19,18:10:00,18:10:00,L_MAKRO,3
TRIP_LIMP_IDA_19,18:13:00,18:13:00,L_C1,4
TRIP_LIMP_IDA_19,18:16:00,18:16:00,L_PN,5
TRIP_LIMP_IDA_19,18:18:00,18:18:00,L_LF,6
TRIP_LIMP_IDA_19,18:20:00,18:20:00,L_S,7
TRIP_LIMP_IDA_19,18:22:00,18:22:00,L_ER,8
TRIP_LIMP_IDA_19,18:24:00,18:24:00,L_CM1,9
TRIP_LIMP_IDA_19,18:26:00,18:26:00,L_CM2,10
TRIP_LIMP_IDA_19,18:28:00,18:28:00,L_CCG,11
TRIP_LIMP_IDA_19,18:31:00,18:31:00,L_SM,12
TRIP_LIMP_IDA_19,18:33:00,18:33:00,L_A,13
TRIP_LIMP_IDA_19,18:35:00,18:35:00,L_MP,14
TRIP_LIMP_IDA_19,18:37:00,18:37:00,L_M,15
TRIP_LIMP_IDA_19,18:40:00,18:40:00,L_P,16
TRIP_LIMP_IDA_19,18:43:00,18:43:00,L_DC,17
TRIP_LIMP_IDA_19,18:45:00,18:45:00,L_LC,18
TRIP_LIMP_VUELTA_19,18:45:00,18:45:00,LI_LC,1
TRIP_LIMP_VUELTA_19,18:47:00,18:47:00,LI_DC,2
TRIP_LIMP_VUELTA_19,18:50:00,18:50:00,LI_P,3
TRIP_LIMP_VUELTA_19,18:53:00,18:53:00,LI_M,4
TRIP_LIMP_VUELTA_19,18:55:00,18:55:00,LI_MP,5
TRIP_LIMP_VUELTA_19,18:57:00,18:57:00,LI_A,6
TRIP_LIMP_VUELTA_19,18:59:00,18:59:00,LI_SM,7
TRIP_LIMP_VUELTA_19,19:02:00,19:02:00,LI_CCG,8
TRIP_LIMP_VUELTA_19,19:05:00,19:05:00,LI_CM2,9
TRIP_LIMP_VUELTA_19,19:07:00,19:07:00,LI_CM1,10
TRIP_LIMP_VUELTA_19,19:09:00,19:09:00,LI_ER,11
TRIP_LIMP_VUELTA_19,19:11:00,19:11:00,LI_S,12
TRIP_LIMP_VUELTA_19,19:13:00,19:13:00,LI_LF,13
TRIP_LIMP_VUELTA_19,19:15:00,19:15:00,LI_PN,14
TRIP_LIMP_VUELTA_19,19:18:00,19:18:00,LI_C1,15
TRIP_LIMP_VUELTA_19,19:21:00,19:21:00,LI_MIRANDA,16
TRIP_LIMP_VUELTA_19,19:25:00,19:25:00,AV13,17
TRIP_LIMP_IDA_20,18:40:00,18:40:00,AV13,1
TRIP_LIMP_IDA_20,18:42:00,18:42:00,L_LIMP,2
TRIP_LIMP_IDA_20,18:45:00,18:45:00,L_MAKRO,3
TRIP_LIMP_IDA_20,18:48:00,18:48:00,L_C1,4
TRIP_LIMP_IDA_20,18:51:00,18:51:00,L_PN,5
TRIP_LIMP_IDA_20,18:53:00,18:53:00,L_LF,6
TRIP_LIMP_IDA_20,18:55:00,18:55:00,L_S,7
TRIP_LIMP_IDA_20,18:57:00,18:57:00,L_ER,8
TRIP_LIMP_IDA_20,18:59:00,18:59:00,L_CM1,9
TRIP_LIMP_IDA_20,19:01:00,19:01:00,L_CM2,10
TRIP_LIMP_IDA_20,19:03:00,19:03:00,L_CCG,11
TRIP_LIMP_IDA_20,19:06:00,19:06:00,L_SM,12
TRIP_LIMP_IDA_20,19:08:00,19:08:00,L_A,13
TRIP_LIMP_IDA_20,19:10:00,19:10:00,L_MP,14
TRIP_LIMP_IDA_20,19:12:00,19:12:00,L_M,15
TRIP_LIMP_IDA_20,19:15:00,19:15:00,L_P,16
TRIP_LIMP_IDA_20,19:18:00,19:18:00,L_DC,17
TRIP_LIMP_IDA_20,19:20:00,19:20:00,L_LC,18
TRIP_LIMP_VUELTA_20,19:20:00,19:20:00,LI_LC,1
TRIP_LIMP_VUELTA_20,19:22:00,19:22:00,LI_DC,2
TRIP_LIMP_VUELTA_20,19:25:00,19:25:00,LI_P,3
TRIP_LIMP_VUELTA_20,19:28:00,19:28:00,LI_M,4
TRIP_LIMP_VUELTA_20,19:30:00,19:30:00,LI_MP,5
TRIP_LIMP_VUELTA_20,19:32:00,19:32:00,LI_A,6
TRIP_LIMP_VUELTA_20,19:34:00,19:34:00,LI_SM,7
TRIP_LIMP_VUELTA_20,19:37:00,19:37:00,LI_CCG,8
TRIP_LIMP_VUELTA_20,19:40:00,19:40:00,LI_CM2,9
TRIP_LIMP_VUELTA_20,19:42:00,19:42:00,LI_CM1,10
TRIP_LIMP_VUELTA_20,19:44:00,19:44:00,LI_ER,11
TRIP_LIMP_VUELTA_20,19:46:00,19:46:00,LI_S,12
TRIP_LIMP_VUELTA_20,19:48:00,19:48:00,LI_LF,13
TRIP_LIMP_VUELTA_20,19:50:00,19:50:00,LI_PN,14
TRIP_LIMP_VUELTA_20,19:53:00,19:53:00,LI_C1,15
TRIP_LIMP_VUELTA_20,19:56:00,19:56:00,LI_MIRANDA,16
TRIP_LIMP_VUELTA_20,20:00:00,20:00:00,AV13,17
TRIP_LIMP_IDA_21,19:15:00,19:15:00,AV13,1
TRIP_LIMP_IDA_21,19:17:00,19:17:00,L_LIMP,2
TRIP_LIMP_IDA_21,19:20:00,19:20:00,L_MAKRO,3
TRIP_LIMP_IDA_21,19:23:00,19:23:00,L_C1,4
TRIP_LIMP_IDA_21,19:26:00,19:26:00,L_PN,5
TRIP_LIMP_IDA_21,19:28:00,19:28:00,L_LF,6
TRIP_LIMP_IDA_21,19:30:00,19:30:00,L_S,7
TRIP_LIMP_IDA_21,19:32:00,19:32:00,L_ER,8
TRIP_LIMP_IDA_21,19:34:00,19:34:00,L_CM1,9
TRIP_LIMP_IDA_21,19:36:00,19:36:00,L_CM2,10
TRIP_LIMP_IDA_21,19:38:00,19:38:00,L_CCG,11
TRIP_LIMP_IDA_21,19:41:00,19:41:00,L_SM,12
TRIP_LIMP_IDA_21,19:43:00,19:43:00,L_A,13
TRIP_LIMP_IDA_21,19:45:00,19:45:00,L_MP,14
TRIP_LIMP_IDA_21,19:47:00,19:47:00,L_M,15
TRIP_LIMP_IDA_21,19:50:00,19:50:00,L_P,16
TRIP_LIMP_IDA_21,19:53:00,19:53:00,L_DC,17
TRIP_LIMP_IDA_21,19:55:00,19:55:00,L_LC,18
TRIP_LIMP_VUELTA_21,19:55:00,19:55:00,LI_LC,1
TRIP_LIMP_VUELTA_21,19:57:00,19:57:00,LI_DC,2
TRIP_LIMP_VUELTA_21,20:00:00,20:00:00,LI_P,3
TRIP_LIMP_VUELTA_21,20:03:00,20:03:00,LI_M,4
TRIP_LIMP_VUELTA_21,20:05:00,20:05:00,LI_MP,5
TRIP_LIMP_VUELTA_21,20:07:00,20:07:00,LI_A,6
TRIP_LIMP_VUELTA_21,20:09:00,20:09:00,LI_SM,7
TRIP_LIMP_VUELTA_21,20:12:00,20:12:00,LI_CCG,8
TRIP_LIMP_VUELTA_21,20:15:00,20:15:00,LI_CM2,9
TRIP_LIMP_VUELTA_21,20:17:00,20:17:00,LI_CM1,10
TRIP_LIMP_VUELTA_21,20:19:00,20:19:00,LI_ER,11
TRIP_LIMP_VUELTA_21,20:21:00,20:21:00,LI_S,12
TRIP_LIMP_VUELTA_21,20:23:00,20:23:00,LI_LF,13
TRIP_LIMP_VUELTA_21,20:25:00,20:25:00,LI_PN,14
TRIP_LIMP_VUELTA_21,20:28:00,20:28:00,LI_C1,15
TRIP_LIMP_VUELTA_21,20:31:00,20:31:00,LI_MIRANDA,16
TRIP_LIMP_VUELTA_21,20:35:00,20:35:00,AV13,17
